;VPNID;X.x;Sco1R_Nb_mots;Sco1R_titre;Sco1R_Signature;Sco1R_GP;Sco1R_Fid;Sco1R_unitThem;Sco1R_unitThemNbre;Sco1R_Destinataire;Sco1R_AncrTemp_Echelle;Sco1R_AncrTemp_occurences;Sco1R_ProgrChrono_Occ;Sco1R_ProgrChrono;Sco1R_AncrSpat;Sco1R_RéfSpat;Sco1R_Textual;Sco1R_Coh_verb;Sco1R_Description;Sco1R_Ponct;Sco1R_Maj;Sco1R_Synt;Sco1R_Genre;Sco1R_Nombre;Sco1R_Cas;Sco1R_Verbal;Sco1R_Dialekt;Sco1R_remarques;P1R_Nb_mots;P1R_titre;P1R_Signature;P1R_GP;P1R_Fid;P1R_unitThem;P1R_unitThemNbre;P1R_Destinataire;P1R_AncrTemp_Echelle;P1R_AncrTemp_occurences;P1R_ProgrChrono_Occ;P1R_ProgrChrono;P1R_AncrSpat;P1R_RéfSpat;P1R_Textual;P1R_Coh_verb;P1R_Description;P1R_Ponct;P1R_Maj;P1R_Synt;P1R_Genre;P1R_Nombre;P1R_Verbal;P1R_remarques;Sco2R_Nb_mots;Sco2R_titre;Sco2R_Signature;Sco2R_GP;Sco2R_Fid;Sco2R_unitThem;Sco2R_unitThemNbre;Sco2R_Destinataire;Sco2R_AncrTemp_Echelle;Sco2R_AncrTemp_occurences;Sco2R_ProgrChrono_Occ;Sco2R_ProgrChrono;Sco2R_AncrSpat;Sco2R_RéfSpat;Sco2R_Textual;Sco2R_Coh_verb;Sco2R_Description;Sco2R_Ponct;Sco2R_Maj;Sco2R_Synt;Sco2R_Genre;Sco2R_Nombre;Sco2R_Cas;Sco2R_Verbal;Sco2R_Dialekt;Sco2R_remarques;P2R_Nb_mots;P2R_titre;P2R_Signature;P2R_GP;P2R_Fid;P2R_unitThem;P2R_unitThemNbre;P2R_Destinataire;P2R_AncrTemp_Echelle;P2R_AncrTemp_occurences;P2R_ProgrChrono_Occ;P2R_ProgrChrono;P2R_AncrSpat;P2R_RéfSpat;P2R_Textual;P2R_Coh_verb;P2R_Description;P2R_Ponct;P2R_Maj;P2R_Synt;P2R_Genre;P2R_Nombre;P2R_Verbal;P2R_remarques;Sco3R_Nb_mots;Sco3R_titre;Sco3R_Signature;Sco3R_GP;Sco3R_Fid;Sco3R_unitThem;Sco3R_unitThemNbre;Sco3R_Destinataire;Sco3R_AncrTemp_Echelle;Sco3R_AncrTemp_occurences;Sco3R_ProgrChrono_Occ;Sco3R_ProgrChrono;Sco3R_AncrSpat;Sco3R_RéfSpat;Sco3R_Textual;Sco3R_Coh_verb;Sco3R_Description;Sco3R_Ponct;Sco3R_Maj;Sco3R_Synt;Sco3R_Genre;Sco3R_Nombre;Sco3R_Cas;Sco3R_Verbal;Sco3R_Dialekt;Sco3R_remarques;P3R_Nb_mots;P3R_titre;P3R_Signature;P3R_GP;P3R_Fid;P3R_unitThem;P3R_unitThemNbre;P3R_Destinataire;P3R_AncrTemp_Echelle;P3R_AncrTemp_occurences;P3R_ProgrChrono_Occ;P3R_ProgrChrono;P3R_AncrSpat;P3R_RéfSpat;P3R_Textual;P3R_Coh_verb;P3R_Description;P3R_Ponct;P3R_Maj;P3R_Synt;P3R_Genre;P3R_Nombre;P3R_Verbal;P3R_remarques;hkngroup;Schulsprache;zweiSprachig;Group;PartDef;X.y;Sco1A_Nb_mots;Sco1A_Lieu;Sco1A_Date;Sco1A_Appel;Sco1A_Salutation;Sco1A_Signature;Sco1A_GP;Sco1A_Objet;Sco1A_Raisons;Sco1A_TC;Sco1A_Articulation;Sco1A_Destinataire;Sco1A_Organisateurs;Sco1A_Coh_verb;Sco1A_Ponct;Sco1A_Maj;Sco1A_Synt;Sco1A_Genre;Sco1A_Nombre;Sco1A_Cas;Sco1A_Verbal;Sco1A_Dialekt;P1A_Nb_mots;P1A_Lieu;P1A_Date;P1A_Appel;P1A_salutation;P1A_Signature;P1A_GP;P1A_Objet;P1A_Raisons;P1A_TC;P1A_Articulation;P1A_Destinataire;P1A_Organisateurs;P1A_Coh_verb;P1A_Ponct;P1A_Maj;P1A_Synt;P1A_Genre;P1A_Nombre;P1A_Cas;P1A_Verbal;Sco2A_Nb_mots;Sco2A_Lieu;Sco2A_Date;Sco2A_Appel;Sco2A_Salutation;Sco2A_Signature;Sco2A_GP;Sco2A_Objet;Sco2A_Raisons;Sco2A_TC;Sco2A_Articulation;Sco2A_Destinataire;Sco2A_Organisateurs;Sco2A_Coh_verb;Sco2A_Ponct;Sco2A_Maj;Sco2A_Synt;Sco2A_Genre;Sco2A_Nombre;Sco2A_Cas;Sco2A_Verbal;Sco2A_Dialekt;P2A_Nb_mots;P2A_Lieu;P2A_Date;P2A_Appel;P2A_Psalutation;P2A_Signature;P2A_GP;P2A_Objet;P2A_Raisons;P2A_TC;P2A_Articulation;P2A_Destinataire;P2A_Organisateurs;P2A_Coh_verb;P2A_Ponct;P2A_Maj;P2A_Synt;P2A_Genre;P2A_Nombre;P2A_Cas;P2A_Verbal;Sco3A_Nb_mots;Sco3A_Lieu;Sco3A_Date;Sco3A_Appel;Sco3A_Salutation;Sco3A_Signature;Sco3A_GP;Sco3A_Objet;Sco3A_Raisons;Sco3A_TC;Sco3A_Articulation;Sco3A_Destinataire;Sco3A_Organisateurs;Sco3A_Coh_verb;Sco3A_Ponct;Sco3A_Maj;Sco3A_Synt;Sco3A_Genre;Sco3A_Nombre;Sco3A_Cas;Sco3A_Verbal;Sco3A_Dialekt;P3A_Nb_mots;P3A_Lieu;P3A_Date;P3A_Appel;P3A_salutation;P3A_Signature;P3A_GP;P3A_Objet;P3A_Raisons;P3A_TC;P3A_Articulation;P3A_Destinataire;P3A_Organisateurs;P3A_Coh_verb;P3A_Ponct;P3A_Maj;P3A_Synt;P3A_Genre;P3A_Nombre;P3A_Cas;P3A_Verbal
41;AC_PLD_3;44;22;0;0;0;NA;"""Wald, Spiele, Buben fangen, zum Abend""";4;0;1;Abend;NA;0;1;2;4;1;2;0;0;0;0;0;0;1;nein;3 mots incompréhensible;35;0;0;0;1;X, escola, brincar, jogar, animais, cama, dormir;7;0;0;NA;0;0;1;0;1;3;2;1;2;1;0;0;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;0;0;0;0;0;1;nein;3 mots incompréhensible;113;0;0;0;1;dia de férias, Portugal, apartamento, pequeno, pai, mãe, irmõ, casa, ventura, férias, fora, comixõ, férias;13;0;0;NA;uns dias mais tarde;1;1;2;3;3;3;0;2;2;0;0;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLD;d;1;d1;1;44;22;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;2;0;0;0;0;nein ;25;0;0;0;0;0;0;1;2;3;0;0;1;1;1;1;1;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;56;0;0;1;1;1;3;1;3;4;3;1;2;3;2;2;4;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
42;AC_PLD_4;45;89;0;0;0;1;"""Zoo, Affen, Delphin, Löwe, Elefant, lustig, Schlittschuh, Boden, Eishockey, 2 Tor, lustig, Bauernhof, Schwein, Kühe""";14;0;0;NA;"""und(5)""";1;1;0;1;3;3;0;0;0;0;0;1;4;nein;3 histoires différentes, 2 mots incompréhensible;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;present mais a tout écrit en allemand;71;0;0;0;NA;"""Morgen, Hund, nach Hause, Mc Donald, Kollegen, nach Hause, Velo, Restaurant, Fussball""";9;0;1;"""am Morgen""";"""und dann(5), nach(1), und nach(1)""";3;1;0;2;0;1;0;0;0;0;0;5;0;nein;difficile à déchiffrer;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;A écrit en allemand;44;0;0;0;0;"""Fussball, Spass, Hallenbad, zu Hause, spielen, hangen, Bett, schlafen, träumen""";9;0;0;NA;"""und dann(1), und(3)""";2;1;0;1;2;2;0;0;1;0;0;1;2;nein;NA;21;0;0;0;1;Portugal, anão, x, dia, bonito;5;0;0;NA;NA;0;1;0;1;NA;1;0;1;2;0;0;1;les verbes sont inconprehensibles;PLD;d;1;d1;1;45;39;0;0;0;0;0;0;1;3;4;1;0;1;1;0;1;2;0;0;3;0;ja;NA;0;0;0;0;0;NA;1;0;NA;0;0;1;0;0;2;2;NA;NA;NA;NA;38;0;0;0;0;1;1;1;1;2;1;0;1;1;1;0;2;0;0;2;0;nein;NA;0;0;1;0;0;NA;1;0;NA;0;1;0;0;1;2;2;NA;NA;NA;NA;63;0;0;0;0;0;0;1;2;3;1;1;2;1;0;0;2;0;0;5;2;nein;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0
43;AC_PLD_5;46;31;0;0;0;1;"""Wald, Feuer, Würste, Marshmallows, Hause, Nachbarin""";6;0;0;NA;"""nachher(1), und(3)""";2;1;0;1;2;2;0;0;2;0;0;0;0;nein; ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;1;0;1;1;dia de férias, Portugal, irmã, mãe, pai, surpresa, bolo, comprar, festa, familia;10;0;1;minhas últimas férias;0;0;1;0;2;3;2;1;1;4;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;177;1;0;1;1;dia de férias, mar, primas, primos, pai, mãe, irmã, agua, entrar, gritar, sair, parar, coisa, morder, salvador, coisa, bicho, aranha, melhor, nadar, tristes, comprar, comer, gelado, passear, fotos, carro, casa, dormir, cansadas, coisas;31;0;1;um dia de férias 2013;quando, depois (3), de seguida, por fim;4;1;2;4;3;3;0;1;3;0;0;4;NA;PLD;d;1;d1;1;46;22;0;0;0;0;0;0;1;3;4;1;0;2;1;0;1;2;0;0;1;0;nein ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;23;0;0;1;1;1;3;1;0;1;3;1;0;3;1;1;1;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59;0;0;1;1;1;3;1;3;4;3;1;2;2;1;1;4;0;0;NA;0
44;AC_PLD_6;47;43;0;0;0;1;"""Zoo, spielen, Schule, spielen, zu Ende, nach Hause, essen""";7;0;2;8.20 Uhr, 10.00 Uhr;"""und(2), dann(4)""";2;1;0;3;2;2;0;0;0;0;0;1;1;nein; ;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;0;0;0;1;"""Fülli, Park, Fussball, Freunde, nach Hause, essen, Bett""";7;0;1;"""gestern""";"""nachher(1), und(1), und dann(1), dann(1)""";4;1;0;2;1;2;0;0;0;1;0;0;0;nein;NA;10;0;0;0;NA;férias, Portugal, brincar;3;0;0;0;0;0;1;0;1;3;2;1;2;3;0;0;1;a écrit au futur;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLD;d;1;d1;1;9;12;0;0;0;0;0;0;1;1;2;1;0;1;1;1;0;2;0;0;1;0;nein ;88;NA;NA;NA;NA;NA;0;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;0;0;0;0;0;0;1;1;2;1;0;1;1;1;2;2;0;0;1;0;nein;15;0;0;0;0;1;1;1;0;1;0;1;0;1;1;2;1;0;0;NA;1;16;0;0;0;0;0;0;1;3;4;1;0;0;1;0;0;0;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
45;AC_PLD_7;48;35;0;0;0;1;"""Wald, Zoo, Kino""";3;0;0;NA;"""und dann(4)""";1;1;0;1;1;1;0;0;0;1;0;0;2;nein;3 mots incompréhensible;4;NA;NA;NA;0;deutschland;1;0;0;NA;0;0;0;0;0;1;NA;0;1;0;0;0;1;NA;23;0;0;0;NA;"""Eis, nach Hause, Waffenladen, Waffen kaufen""";4;0;0;NA;"""dann(1), und dann(1), und(1)""";3;1;0;1;2;2;0;0;0;0;0;0;1;nein;texte complètement étrange;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;rien écrit;21;0;0;0;1;"""Zoo, schön, Tiere, Znüni, spielen""";5;0;0;NA;"""und nachher(1)""";1;2;0;2;2;2;0;0;0;0;0;0;0;nein;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;present, mais rien écrit;PLD;d;1;d1;1;48;15;0;0;0;0;0;0;1;2;3;1;0;2;1;0;2;3;0;0;0;0;nein ;11;0;0;0;0;0;0;1;2;3;0;0;0;1;0;2;2;0;0;NA;1;7;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;0;0;nein;4;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;NA;1;16;0;0;0;0;0;0;1;3;4;3;0;0;1;0;0;0;0;0;0;0;nein;NA;0;0;0;0;0;NA;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0
46;AC_PLD_8;49;14;0;0;0;1;"""Boot bauen, schwimmen, schön""";3;0;0;NA;NA;0;0;0;0;2;3;0;0;0;0;0;0;0;nein;1 mot incompréhensible;10;0;0;0;1;Portugal, brincar, comer, dormir;4;0;0;NA;0;0;1;0;1;1;2;0;0;2;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;0;0;0;1;porttugal, moto, brincar;3;0;0;0;0;0;1;0;1;1;2;1;1;3;0;0;0;NA;38;0;0;0;1;"""Halbinsel, lustig, Filme, toll, Fest, jeden Tag""";6;0;2;"""den ganzen Tag, jeden Tag um drei""";"""am Schluss(1)""";1;1;2;5;2;3;0;0;0;0;0;0;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLD;d;1;d1;1;49;33;0;0;1;1;1;3;1;3;4;1;1;2;1;0;0;2;0;0;0;0;nein ;21;0;0;1;1;1;3;1;3;4;3;1;1;1;0;2;1;0;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;20;0;0;1;1;1;3;1;3;4;3;1;1;1;1;2;3;0;0;NA;2;24;0;0;1;1;1;3;1;3;4;NA;1;1;1;1;0;2;0;0;1;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
79;AF_PLD_1;84;27;0;0;0;1;"""morgens bis abends, laufen und reden, Gerundensee, Tiere fangen, Haus machen""";5;0;1;"""morgens bis abends""";"""und(1)""";1;1;0;2;2;2;1;1;1;0;0;0;1;nein;NA;9;0;0;0;1;Portugal, pedras do mar ;2;0;0;NA;0;0;1;0;1;1;2;1;1;3;0;0;1;NA;17;0;0;0;1;"""morgens bis abends, laufen und reden, Gerundensee, Tiere fangen, Haus machen""";5;0;1;"""morgens bis abends""";"""und(1)""";1;1;0;2;2;2;1;1;1;0;0;0;1;nein;NA;12;0;0;0;1;Floresta, animais, andar;3;0;0;0;0;0;1;0;1;1;2;1;2;1;0;0;1;NA;15;0;0;0;0;"""Weihnachten, 4 Geschenke""";2;0;1;"""an Weihnachten""";NA;0;0;0;1;1;1;1;0;0;1;0;0;0;nein;hors sujet;26;0;0;0;1;Portugal, primos, baskete, futebol, filme, primo, irmão;7;0;0;NA;0;0;1;0;1;1;2;1;2;3;0;0;1;NA;PLD;d;1;d1;1;83;28;0;0;0;0;0;0;1;2;3;1;0;1;1;1;1;2;0;0;0;0;nein;17;0;0;0;0;0;0;1;2;3;0;0;1;1;1;2;4;0;0;NA;0;25;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;3;1;0;0;0;nein;17;0;0;0;0;0;0;1;3;4;1;0;2;1;1;1;1;0;0;NA;0;36;0;0;0;0;0;0;1;3;4;1;0;2;1;1;0;2;0;0;0;0;nein;24;0;0;0;0;0;0;1;3;4;0;0;1;1;1;2;1;0;0;NA;0
80;AF_PLD_2;85;22;0;0;0;1;"""Luzern, schlecht, Verkehrshaus, Gletschergarten, Sachen sehen""";5;0;0;NA;"""und(2)""";1;1;0;1;2;2;2;2;2;0;0;0;0;nein;NA;22;0;0;0;1;lado, conhecer, X, ficar, fechar;5;1;0;NA;0;0;1;0;1;3;3;1;1;4;NA;NA;NA;NA;46;0;0;0;1;"""Bus, Fahrt, schlecht, Verkehrshaus, Autos etc., Gletscherhaus, Mamuts etc.""";7;0;1;"""während""";"""dann(1)""";1;1;2;4;1;2;1;1;1;0;0;0;0;nein;NA;31;0;0;0;1;Italia, Mar, Dansar, Animais, vomitar, irmão  Irmã;7;0;0;0;0;0;1;0;1;1;2;1;1;4;0;0;0;prédominance du présent;32;0;0;0;1;"""vor einer Woche, Deutschland, Europapark, Rust""";4;0;1;"""vor einer Woche""";NA;0;1;0;2;1;2;0;1;1;0;0;0;0;nein;NA;29;0;0;0;1;europapark, posseidow, wild wasserbamn, fyordrafting, outros lados, bom, familia;7;0;0;NA;0;0;1;0;1;3;3;0;2;2;0;0;0;NA;PLD;d;1;d1;1;84;34;0;0;0;1;1;2;1;3;4;2;0;2;1;1;0;2;0;0;0;0;nein;19;0;0;0;0;0;0;1;3;4;0;0;1;1;1;1;3;0;0;NA;1;35;0;0;1;0;0;1;1;3;4;2;1;1;1;1;1;2;1;0;0;0;nein;19;0;0;0;0;0;0;1;3;4;1;0;2;1;1;2;3;0;0;NA;0;38;0;0;0;0;0;0;1;3;4;1;0;2;1;2;1;1;0;0;0;0;nein;19;0;0;0;0;0;0;1;3;4;1;0;1;1;0;1;3;0;0;NA;0
81;AG_PLD_1;86;24;0;0;0;1;"""Schulreise, Sommer, baden, Spass, Badekleider, Ersatzkleider""";6;0;1;"""im Sommer""";NA;0;0;0;1;1;2;0;0;0;0;0;0;0;nein;NA;94;1;0;1;1;férias, acordar, comer, futebol, jogar, comida, legos, TV, Comer, brincar, comer, Filme, Cama;13;0;0;NA;depois (7);1;0;0;0;2;2;0;1;2;0;0;2;Ecriture à peine compréhensible;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLD;d;1;d1;1;85;30;0;0;0;0;0;0;1;3;4;1;0;1;2;0;0;2;0;0;0;0;nein;33;0;0;1;1;1;3;1;3;4;2;1;1;3;0;1;2;0;0;NA;3;23;0;0;0;0;0;0;1;3;4;1;0;2;1;0;0;0;0;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
82;AG_PLD_2;87;44;0;0;0;1;"""Berg, Bus, Skifahren, spielen, Schlittschuh, Film, 17-21h, schlafen""";8;0;1;"""17-21h""";"""und(3), und nachher(2)""";2;1;0;2;1;2;0;0;0;0;0;1;3;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29;1;0;1;1;"""Geburtstag, Geschenke, nach draussen, gespielt, Kuchen, nach Hause""";7;0;0;NA;"""als erstes(1), und nachher(1), und(1), und nach(1)""";4;1;0;1;1;2;0;0;0;0;0;0;2;nein;L1 Satzkonstruktion?;50;0;0;0;1;Ferias, Portugal, Tia, Aeroporto, Ma~e, jrmã, shopping, avó, primas, dormir;10;0;0;NA;e depois (2);1;1;0;1;2;2;0;2;2;0;1;1;NA;19;1;0;1;1;"""Schockoladenfarbrik, Teddybär, Schockolade, spielen, nach Hause""";5;0;0;NA;"""und(3)""";1;1;2;3;1;2;0;0;0;0;0;1;1;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;PLD;d;1;d1;1;86;24;0;0;0;1;1;2;1;1;2;2;0;1;1;0;0;1;0;0;1;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;NA;NA;NA;NA;NA;38;0;0;1;0;0;1;1;2;3;1;1;1;3;0;1;3;0;0;NA;3;24;0;0;0;0;0;0;1;3;4;1;0;2;1;0;0;2;1;0;2;0;nein;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
176;E_PLD_1;198;18;0;0;0;1;"""Wald, Schaukeln, Rutschbahn, Fussballfeld, Tore""";5;0;0;NA;NA;NA;1;0;1;2;2;1;0;1;0;0;0;0;nein;NA;30;0;0;0;1;Dia de Férias, brincar, bola, piscina, cinema, primos, dormir, prima;8;0;0;NA;E;1;1;0;1;1;3;1;2;3;0;0;5;NA;21;0;0;0;1;"""Museum, Dinoskelett, zurück, Fussball""";4;0;0;NA;"""dann(1), und(1)""";2;1;0;1;1;2;1;1;1;0;0;0;0;nein;NA;22;0;0;0;1;ferias, frança, cão, prima, zoo, tigre;6;0;0;NA;0;0;1;0;1;3;2;0;2;2;0;0;2;NA;39;0;0;0;1;"""Schulreise, Teich, fischen, schauen, Marenum""";5;0;0;NA;"""dann(2)""";1;1;2;3;2;2;0;1;0;0;0;0;0;nein;NA;65;0;0;0;1;casa, prima, cão, pata, olhos, correr, comer, beber;8;0;0;NA;NA;0;1;0;1;3;2;0;2;3;0;1;1;NA;PLD;d;1;d1;1;200;31;0;0;1;0;1;2;1;3;4;2;1;1;1;0;0;1;0;0;1;2;nein;34;0;0;1;0;1;2;1;3;4;1;1;1;0;1;1;1;0;0;NA;0;36;0;0;1;1;1;3;1;3;4;3;1;2;1;0;0;2;0;0;0;0;ja;25;0;0;1;0;1;2;1;2;3;2;1;2;3;1;2;2;0;0;NA;0;60;1;1;1;1;1;5;1;3;4;3;1;2;2;0;0;2;0;0;0;1;nein;60;1;1;1;1;1;5;1;3;4;3;1;1;2;1;2;4;0;0;NA;4
177;E_PLD_10;199;41;0;0;0;1;"""Zoo, Klasse, Tiere, Fische, Krokodile, Affen, Zmittag, Sandwich, Chips, Eistee, Spielplatz""";11;0;0;NA;"""danach(1), ein bisschen später(1)""";2;1;0;1;2;2;0;1;2;0;0;1;0;ja;NA;27;0;0;0;1;Ferias, Braga, Praia, Familia, brincar;5;0;0;NA;NA;0;1;0;1;3;3;1;2;1;0;0;1;NA;42;0;0;0;1;"""Kinderzoo, Seelöwen, Show, füttern, Popcorn, Elefanten reiten, Zug, Schulhaus""";8;0;0;NA;"""dann(2), und danach(1)""";2;1;0;1;2;2;1;1;2;0;0;0;1;nein;NA;24;0;0;0;1;concerto, tony carreira, vila verde, canções, futebol, pai;6;0;0;NA;e depois ;1;1;0;1;1;2;0;2;3;0;0;2;NA;43;1;0;1;1;"""Schulreise, Wald, Mittelstufe, ganzer Tag, grillieren, Feuer, austoben""";7;0;1;"""den ganzen Tag""";"""und(1)""";1;1;1;3;2;2;1;1;3;0;0;0;0;nein;NA;25;0;0;0;1;Ticino, castelos, passear, rio, lugano, viajar, suiça dos pequeninhos;7;0;0;NA;NA;0;1;2;3;1;2;1;1;1;0;1;3;NA;PLD;d;1;d1;1;201;33;0;0;0;0;0;0;1;3;4;1;0;2;1;1;1;3;0;0;0;0;nein;43;0;0;0;1;1;2;1;3;4;2;1;1;1;0;2;4;0;0;NA;4;37;0;0;0;0;0;0;1;3;4;1;0;2;1;2;1;3;0;0;0;0;nein;45;0;0;1;0;0;1;1;3;4;1;1;1;1;2;2;4;0;0;NA;1;48;0;0;1;0;0;1;1;3;4;2;1;1;1;2;1;2;0;0;0;0;nein;58;0;0;0;0;0;0;1;3;4;1;1;2;2;1;2;4;0;1;NA;4
